target_roi,rank,direction,feature_index,expanded_feature_name,source_schema_roi,dimension_id,domain,lag,mean_coef,mean_abs_coef,positive_fraction,negative_fraction,sign_consistency,n_target_parcels,definition,trigger_list,scoreability_note,exclusion_note
IPL,1,positive,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.019087240575,0.025223577126,0.583333,0.416667,0.583333,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,2,positive,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.017674821408,0.022384329887,0.666667,0.333333,0.666667,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,3,positive,283,SMG::dialogue_density_and_tempo_lag3,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,3,0.016478317669,0.023122115923,0.583333,0.416667,0.583333,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,4,positive,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.014191356034,0.017942379055,0.666667,0.333333,0.666667,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,5,positive,516,pSTS::vocal_prosody_and_emotional_expression_lag4,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,4,0.014044551477,0.017801389085,0.500000,0.500000,0.500000,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,6,positive,517,pSTS::visible_speech_and_lip_movement_lag4,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,4,0.013937896274,0.015418445235,0.666667,0.333333,0.666667,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
IPL,7,positive,329,pSTS::visible_speech_and_lip_movement_lag3,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,3,0.013600119948,0.015150781000,0.583333,0.416667,0.583333,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
IPL,8,positive,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.012629170650,0.016010660111,0.750000,0.250000,0.750000,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,9,positive,141,pSTS::visible_speech_and_lip_movement_lag2,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,2,0.011395792838,0.012607362106,0.666667,0.333333,0.666667,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
IPL,10,positive,705,pSTS::visible_speech_and_lip_movement_lag5,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,5,0.010843648415,0.011782683345,0.833333,0.166667,0.833333,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
AG,1,positive,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.011624603017,0.012942585074,0.833333,0.166667,0.833333,6,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
AG,2,positive,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.011440592960,0.013395318935,0.833333,0.166667,0.833333,6,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
AG,3,positive,834,IPL::non_verbal_social_cue_decoding_lag6,IPL,non_verbal_social_cue_decoding,social_perspective_and_intention_tracking,6,0.010702104283,0.010702104283,1.000000,0.000000,1.000000,6,"Interpreting body language, facial expressions, eye contact, and vocal tone to infer social dynamics.",noticing a forced smile; interpreting a glance; detecting a tremor in a voice; reading body posture,Score based on the density and significance of non-verbal cues described as being observed and interpreted.,Do not score physical actions that have no social or communicative meaning.
AG,4,positive,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.010422245303,0.019077655289,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,5,positive,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.010414664968,0.020997948569,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,6,positive,516,pSTS::vocal_prosody_and_emotional_expression_lag4,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,4,0.010109536166,0.012279675649,0.500000,0.500000,0.500000,6,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
AG,7,positive,517,pSTS::visible_speech_and_lip_movement_lag4,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,4,0.009864016753,0.012746456250,0.500000,0.500000,0.500000,6,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
AG,8,positive,329,pSTS::visible_speech_and_lip_movement_lag3,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,3,0.009376322936,0.012010766584,0.500000,0.500000,0.500000,6,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
AG,9,positive,117,TPJ::inferring_hidden_motives_and_intentions_lag2,TPJ,inferring_hidden_motives_and_intentions,mental_state_attribution,2,0.009297128296,0.009297128296,1.000000,0.000000,1.000000,6,"The degree to which the viewer must infer a character's secret plans, hidden agendas, or underlying intentions that are not explicitly stated in their actions or dialogue.",A character acting suspiciously or secretively; A character hiding their true goals; A character engaging in strategic manipulation,"Look for descriptions of characters acting deceptively, pretending to be friendly while planning something else, or executing covert operations.","Do not score explicit, openly declared goals (e.g., a character saying 'I am going to kill you' and attacking)."
AG,10,positive,27,OFC::goal_achievement_and_failure_lag2,OFC,goal_achievement_and_failure,viewer_value_and_outcome_appraisal,2,0.008655440659,0.009632578863,0.833333,0.166667,0.833333,6,"The extent to which characters succeed or fail in achieving their active, explicit goals within the narrative.",Successfully completing a difficult mission; Failing to save a patient or friend; Reaching a long-sought destination; Failing an important exam or audition,Score based on the resolution of a character's stated or clearly implied objective.,Do not score general good or bad luck; there must be an active goal that is either achieved or thwarted.
TPJ,1,positive,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.009504671426,0.013696553441,0.650000,0.350000,0.650000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,2,positive,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.009422464580,0.021222641993,0.400000,0.600000,0.600000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,3,positive,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.009018179104,0.018374965973,0.500000,0.500000,0.500000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,4,positive,516,pSTS::vocal_prosody_and_emotional_expression_lag4,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,4,0.008843546838,0.013785642134,0.500000,0.500000,0.500000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,5,positive,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.008842306716,0.012713134589,0.650000,0.350000,0.650000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,6,positive,283,SMG::dialogue_density_and_tempo_lag3,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,3,0.007877605544,0.019892357043,0.400000,0.600000,0.600000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,7,positive,834,IPL::non_verbal_social_cue_decoding_lag6,IPL,non_verbal_social_cue_decoding,social_perspective_and_intention_tracking,6,0.007815795855,0.010096817908,0.850000,0.150000,0.850000,20,"Interpreting body language, facial expressions, eye contact, and vocal tone to infer social dynamics.",noticing a forced smile; interpreting a glance; detecting a tremor in a voice; reading body posture,Score based on the density and significance of non-verbal cues described as being observed and interpreted.,Do not score physical actions that have no social or communicative meaning.
TPJ,8,positive,329,pSTS::visible_speech_and_lip_movement_lag3,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,3,0.007776179341,0.012460118680,0.450000,0.550000,0.550000,20,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
TPJ,9,positive,517,pSTS::visible_speech_and_lip_movement_lag4,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,4,0.007381179614,0.012387629924,0.500000,0.500000,0.500000,20,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
TPJ,10,positive,831,IPL::goal_directed_action_sequences_lag6,IPL,goal_directed_action_sequences,action_simulation_and_tool_tracking,6,0.006669270837,0.012399675169,0.700000,0.300000,0.700000,20,"Tracking a sequence of physical actions organized to achieve a specific, immediate physical goal.",preparing a complex meal; setting up a campsite; breaking into a safe; disarming a bomb,Score based on the logical progression of multiple physical steps aimed at a clear physical outcome.,Do not score abstract planning or social goals; the steps must be physical actions.
FFA,1,positive,758,DLPFC::formal_rule_and_protocol_compliance_lag6,DLPFC,formal_rule_and_protocol_compliance,rule_and_normative_constraint_integration,6,0.008822538480,0.018033114296,0.750000,0.250000,0.750000,4,"The extent to which characters must navigate, comply with, or enforce explicit, formal rules, laws, regulations, or operational protocols.","A courtroom trial with strict legal procedures and objections; A military or tactical operation governed by strict protocols and chain of command; Characters playing a game or sport with explicit, rigid rules; A character navigating a highly bureaucratic system or security checkpoint","Look for explicit mentions of laws, regulations, protocols, checklists, game rules, or bureaucratic procedures.","Do not score implicit social norms or moral choices unless they are codified into formal, explicit rules or laws."
FFA,2,positive,937,Temporal_Pole::long_term_plot_integration_lag6,Temporal_Pole,long_term_plot_integration,narrative_schema_and_coherence_integration,6,0.008376360321,0.008480073835,0.750000,0.250000,0.750000,4,"The degree to which the current scene serves as a critical junction that connects, resolves, or advances long-term, overarching plotlines established much earlier in the narrative.","A major plot twist that recontextualizes previous events; The resolution of a long-running mystery or conflict; A callback to a crucial clue or event from early in the story; A scene that sets a major, long-term goal for the protagonist","Driven by descriptions of major revelations, plot twists, resolutions of long-term mysteries, and critical turning points in the story.","Do not score simple, immediate action sequences or episodic events that do not connect to a broader, long-term narrative arc."
FFA,3,positive,788,OFC::strategic_uncertainty_and_suspense_lag6,OFC,strategic_uncertainty_and_suspense,viewer_risk_and_uncertainty_assessment,6,0.008160797777,0.016215607668,0.750000,0.250000,0.750000,4,"The unpredictability of outcomes, high-stakes decision-making under uncertainty, or intense suspense regarding what will happen next.",Waiting for the results of a critical medical test; Defusing a bomb with seconds left on the timer; A high-stakes poker game where a character bets everything; Hiding in a closet while a killer searches the room,"Look for cues of suspense, tension, uncertainty, and high-stakes decision-making.",Do not score simple physical action unless it is accompanied by high uncertainty or suspense about the outcome.
FFA,4,positive,883,pSTS::dialogue_interactivity_and_turn_taking_lag6,pSTS,dialogue_interactivity_and_turn_taking,social_interaction_tracking,6,0.007315926261,0.007315926261,1.000000,0.000000,1.000000,4,"The degree to which the scene features active, back-and-forth verbal communication and conversational turn-taking between characters.",Rapid verbal banter; Interrupted speech or overlapping dialogue; Direct question-and-answer exchanges; Heated arguments with quick verbal retorts,"Score based on the frequency, speed, and density of verbal turn-taking described in the text.",Do not score non-verbal interactions or solitary monologues/voiceovers where no interactive turn-taking occurs.
FFA,5,positive,831,IPL::goal_directed_action_sequences_lag6,IPL,goal_directed_action_sequences,action_simulation_and_tool_tracking,6,0.007252282057,0.015205108123,0.750000,0.250000,0.750000,4,"Tracking a sequence of physical actions organized to achieve a specific, immediate physical goal.",preparing a complex meal; setting up a campsite; breaking into a safe; disarming a bomb,Score based on the logical progression of multiple physical steps aimed at a clear physical outcome.,Do not score abstract planning or social goals; the steps must be physical actions.
FFA,6,positive,167,Insula::interpersonal_hostility_and_confrontation_lag2,Insula,interpersonal_hostility_and_confrontation,socio_emotional_conflict_and_tension,2,0.006997814858,0.010513788225,0.750000,0.250000,0.750000,4,"Direct, active verbal or physical confrontation, arguments, or overt hostility between characters.","Characters shouting or screaming at each other; Overt insults, threats, or aggressive gestures; A heated argument or verbal dispute; Physical confrontation or posturing","Score based on the overtness, volume, and intensity of the verbal or physical confrontation between characters.","Do not score silent, unspoken tension or internal conflict under this dimension."
FFA,7,positive,824,Precuneus::universal_moral_dilemma_lag6,Precuneus,universal_moral_dilemma,self_referential_projection,6,0.006983032826,0.006983032826,1.000000,0.000000,1.000000,4,"The degree to which the scene depicts ethical choices, moral gray areas, or personal dilemmas that force the viewer to reflect on their own values, morals, and what they would do in that situation.","A character deciding whether to lie to protect a loved one; An ethical conflict between duty/law and personal morality; A situation where there is no clear 'right' answer, only difficult trade-offs; A character confronting their own hypocrisy or moral failings","Driven by descriptions of moral conflicts, ethical debates, difficult choices, and situations that challenge conventional notions of right and wrong.","Do not score high for simple, black-and-white moral situations (e.g., a hero saving a baby from a cartoonish villain) where the right choice is completely obvious."
FFA,8,positive,868,TPJ::inferring_beliefs_and_knowledge_lag6,TPJ,inferring_beliefs_and_knowledge,mental_state_attribution,6,0.006916875815,0.009228418994,0.750000,0.250000,0.750000,4,"The degree to which the viewer must infer what a character believes to be true, or what knowledge they possess or lack, especially when their beliefs are false or outdated.",A character acting on a false belief; A character realizing they were mistaken; A character searching for information they lack,"Look for descriptions of characters acting on incomplete information, expressing mistaken assumptions, or discovering new facts.",Do not score simple emotional reactions or physical actions that do not require tracking what a character knows or believes.
