target_roi,rank,direction,feature_index,expanded_feature_name,source_schema_roi,dimension_id,domain,lag,mean_coef,mean_abs_coef,positive_fraction,negative_fraction,sign_consistency,n_target_parcels,definition,trigger_list,scoreability_note,exclusion_note
IPL,1,absolute,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.019087240575,0.025223577126,0.583333,0.416667,0.583333,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,2,absolute,283,SMG::dialogue_density_and_tempo_lag3,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,3,0.016478317669,0.023122115923,0.583333,0.416667,0.583333,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,3,absolute,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.017674821408,0.022384329887,0.666667,0.333333,0.666667,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,4,absolute,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.014191356034,0.017942379055,0.666667,0.333333,0.666667,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,5,absolute,516,pSTS::vocal_prosody_and_emotional_expression_lag4,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,4,0.014044551477,0.017801389085,0.500000,0.500000,0.500000,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,6,absolute,847,SMG::dialogue_density_and_tempo_lag6,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,6,0.008792991977,0.016010862042,0.666667,0.333333,0.666667,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,7,absolute,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.012629170650,0.016010660111,0.750000,0.250000,0.750000,12,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
IPL,8,absolute,95,SMG::dialogue_density_and_tempo_lag2,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,2,0.010464492310,0.015903590987,0.500000,0.500000,0.500000,12,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
IPL,9,absolute,517,pSTS::visible_speech_and_lip_movement_lag4,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,4,0.013937896274,0.015418445235,0.666667,0.333333,0.666667,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
IPL,10,absolute,329,pSTS::visible_speech_and_lip_movement_lag3,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,3,0.013600119948,0.015150781000,0.583333,0.416667,0.583333,12,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
AG,1,absolute,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.010414664968,0.020997948569,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,2,absolute,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.010422245303,0.019077655289,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,3,absolute,283,SMG::dialogue_density_and_tempo_lag3,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,3,0.007839926650,0.018482214583,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,4,absolute,847,SMG::dialogue_density_and_tempo_lag6,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,6,0.004101310495,0.015139932820,0.500000,0.500000,0.500000,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
AG,5,absolute,831,IPL::goal_directed_action_sequences_lag6,IPL,goal_directed_action_sequences,action_simulation_and_tool_tracking,6,0.008297099644,0.013549285590,0.833333,0.166667,0.833333,6,"Tracking a sequence of physical actions organized to achieve a specific, immediate physical goal.",preparing a complex meal; setting up a campsite; breaking into a safe; disarming a bomb,Score based on the logical progression of multiple physical steps aimed at a clear physical outcome.,Do not score abstract planning or social goals; the steps must be physical actions.
AG,6,absolute,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.011440592960,0.013395318935,0.833333,0.166667,0.833333,6,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
AG,7,absolute,765,VMPFC::emotion_amusement_lag6,VMPFC,emotion_amusement,emotion_experience,6,0.000092203501,0.013277612136,0.500000,0.500000,0.500000,6,"Inferred feeling of lighthearted humor, playfulness, or laughter triggered by funny, absurd, or witty narrative elements.","A character making a witty joke or sarcastic remark.; A slapstick or physically comical situation.; An absurd, ironic, or unexpected comedic turn of events.","Look for explicit jokes, witty banter, physical comedy, or absurd situations described in the text.","Do not score general happiness, joy, or relief unless there is a clear element of humor or playfulness."
AG,8,absolute,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.011624603017,0.012942585074,0.833333,0.166667,0.833333,6,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
AG,9,absolute,863,AG::metaphorical_conceptual_processing_lag6,AG,metaphorical_conceptual_processing,semantic_schema_and_anomaly_resolution,6,-0.002023038833,0.012766661498,0.500000,0.500000,0.500000,6,"The processing of metaphorical language, highly symbolic dialogue, or abstract concepts that require the viewer to map one domain of knowledge onto another.","A character speaking in extended metaphors or allegories.; A visual element or action that serves as a direct metaphor for an abstract concept.; Dialogue discussing complex, abstract philosophical ideas.","Look for text describing poetic dialogue, philosophical discussions, allegorical stories, or visual symbols that represent abstract ideas.","Do not score simple emotional expressions or literal descriptions of events, even if they are dramatic."
AG,10,absolute,517,pSTS::visible_speech_and_lip_movement_lag4,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,4,0.009864016753,0.012746456250,0.500000,0.500000,0.500000,6,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
TPJ,1,absolute,471,SMG::dialogue_density_and_tempo_lag4,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,4,0.009422464580,0.021222641993,0.400000,0.600000,0.600000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,2,absolute,283,SMG::dialogue_density_and_tempo_lag3,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,3,0.007877605544,0.019892357043,0.400000,0.600000,0.600000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,3,absolute,659,SMG::dialogue_density_and_tempo_lag5,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,5,0.009018179104,0.018374965973,0.500000,0.500000,0.500000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,4,absolute,95,SMG::dialogue_density_and_tempo_lag2,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,2,0.004571164887,0.015390802240,0.450000,0.550000,0.550000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,5,absolute,847,SMG::dialogue_density_and_tempo_lag6,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,6,0.003825352309,0.014014433015,0.600000,0.400000,0.600000,20,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
TPJ,6,absolute,516,pSTS::vocal_prosody_and_emotional_expression_lag4,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,4,0.008843546838,0.013785642134,0.500000,0.500000,0.500000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,7,absolute,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,0.009504671426,0.013696553441,0.650000,0.350000,0.650000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,8,absolute,140,pSTS::vocal_prosody_and_emotional_expression_lag2,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,2,0.008842306716,0.012713134589,0.650000,0.350000,0.650000,20,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
TPJ,9,absolute,329,pSTS::visible_speech_and_lip_movement_lag3,pSTS,visible_speech_and_lip_movement,audiovisual_speech_and_communication_integration,3,0.007776179341,0.012460118680,0.450000,0.550000,0.550000,20,"The visual prominence of a character actively speaking, where their mouth movements, facial expressions, and lip shapes accompany their spoken words.","Extreme close-up of a character's mouth as they speak; A character speaking directly to the camera; Clear, unobstructed view of a character's face during a monologue; Intense face-to-face dialogue with visible lip movements","Score based on descriptions of close-ups, face-to-face framing, and clear visibility of the mouth and lips during speech.","Do not score off-screen voices, voiceovers, or scenes where the speaker's face is obscured or turned away."
TPJ,10,absolute,831,IPL::goal_directed_action_sequences_lag6,IPL,goal_directed_action_sequences,action_simulation_and_tool_tracking,6,0.006669270837,0.012399675169,0.700000,0.300000,0.700000,20,"Tracking a sequence of physical actions organized to achieve a specific, immediate physical goal.",preparing a complex meal; setting up a campsite; breaking into a safe; disarming a bomb,Score based on the logical progression of multiple physical steps aimed at a clear physical outcome.,Do not score abstract planning or social goals; the steps must be physical actions.
FFA,1,absolute,863,AG::metaphorical_conceptual_processing_lag6,AG,metaphorical_conceptual_processing,semantic_schema_and_anomaly_resolution,6,-0.012017044731,0.019277190465,0.500000,0.500000,0.500000,4,"The processing of metaphorical language, highly symbolic dialogue, or abstract concepts that require the viewer to map one domain of knowledge onto another.","A character speaking in extended metaphors or allegories.; A visual element or action that serves as a direct metaphor for an abstract concept.; Dialogue discussing complex, abstract philosophical ideas.","Look for text describing poetic dialogue, philosophical discussions, allegorical stories, or visual symbols that represent abstract ideas.","Do not score simple emotional expressions or literal descriptions of events, even if they are dramatic."
FFA,2,absolute,758,DLPFC::formal_rule_and_protocol_compliance_lag6,DLPFC,formal_rule_and_protocol_compliance,rule_and_normative_constraint_integration,6,0.008822538480,0.018033114296,0.750000,0.250000,0.750000,4,"The extent to which characters must navigate, comply with, or enforce explicit, formal rules, laws, regulations, or operational protocols.","A courtroom trial with strict legal procedures and objections; A military or tactical operation governed by strict protocols and chain of command; Characters playing a game or sport with explicit, rigid rules; A character navigating a highly bureaucratic system or security checkpoint","Look for explicit mentions of laws, regulations, protocols, checklists, game rules, or bureaucratic procedures.","Do not score implicit social norms or moral choices unless they are codified into formal, explicit rules or laws."
FFA,3,absolute,153,FFA::micro_expression_and_subtle_reaction_lag2,FFA,micro_expression_and_subtle_reaction,facial_expression_and_gaze_decoding,2,0.005833317202,0.017006455625,0.750000,0.250000,0.750000,4,"Subtle, fleeting, or micro-facial expressions that convey hidden emotions, deceit, or internal conflict.",subtle twitch of the lip; fleeting smirk; raised eyebrow; suppressed smile; micro-expression of fear,"Score based on descriptions of subtle, fleeting, or hidden facial movements and reactions.","Do not score high for overt, dramatic, or exaggerated facial expressions (e.g., screaming, crying loudly), which belong to intense emotional expressions."
FFA,4,absolute,788,OFC::strategic_uncertainty_and_suspense_lag6,OFC,strategic_uncertainty_and_suspense,viewer_risk_and_uncertainty_assessment,6,0.008160797777,0.016215607668,0.750000,0.250000,0.750000,4,"The unpredictability of outcomes, high-stakes decision-making under uncertainty, or intense suspense regarding what will happen next.",Waiting for the results of a critical medical test; Defusing a bomb with seconds left on the timer; A high-stakes poker game where a character bets everything; Hiding in a closet while a killer searches the room,"Look for cues of suspense, tension, uncertainty, and high-stakes decision-making.",Do not score simple physical action unless it is accompanied by high uncertainty or suspense about the outcome.
FFA,5,absolute,753,DLPFC::goal_progress_monitoring_lag6,DLPFC,goal_progress_monitoring,strategic_goal_and_plan_tracking,6,0.004532553999,0.015507232674,0.750000,0.250000,0.750000,4,"The viewer's active tracking of a character's progress, setbacks, or adjustments toward a long-term, established objective.",A character evaluating how close they are to achieving their ultimate goal; A major setback that forces a character to reassess their progress; A character celebrating a milestone or key breakthrough in their mission; An unexpected obstacle requiring an immediate adjustment to an ongoing plan,"Driven by scenes where characters explicitly measure their current state against their ultimate objective, or where the plot clearly signals a major shift in the feasibility of their goal.",Do not confuse with simple physical movement or action sequences unless those actions are explicitly framed as progress toward a larger strategic goal.
FFA,6,absolute,849,SMG::verbal_working_memory_load_lag6,SMG,verbal_working_memory_load,verbal_phonological_tracking,6,0.006806209270,0.015319512252,0.500000,0.500000,0.500000,4,"The cognitive complexity of the spoken language, requiring the listener (and viewer) to hold complex verbal information, technical terms, or lists in working memory.","reciting a long list of numbers or coordinates; explaining a highly complex scientific or technical theory; giving intricate, multi-step verbal directions; using dense, obscure legal or medical jargon; spelling out a long, complicated word or code","Look for technical jargon, numbers, codes, lists, complex instructions, or highly abstract concepts spoken aloud.","Do not score emotionally complex dialogue that is linguistically simple, nor visual complexity that is not spoken."
FFA,7,absolute,831,IPL::goal_directed_action_sequences_lag6,IPL,goal_directed_action_sequences,action_simulation_and_tool_tracking,6,0.007252282057,0.015205108123,0.750000,0.250000,0.750000,4,"Tracking a sequence of physical actions organized to achieve a specific, immediate physical goal.",preparing a complex meal; setting up a campsite; breaking into a safe; disarming a bomb,Score based on the logical progression of multiple physical steps aimed at a clear physical outcome.,Do not score abstract planning or social goals; the steps must be physical actions.
FFA,8,absolute,95,SMG::dialogue_density_and_tempo_lag2,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,2,-0.010475071559,0.014287743184,0.250000,0.750000,0.750000,4,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
FFA,9,absolute,902,FFA::recurring_character_recognition_lag6,FFA,recurring_character_recognition,character_identity_tracking,6,-0.007386882510,0.013974357590,0.250000,0.750000,0.750000,4,"The re-entry of an established character after an absence, requiring the viewer to retrieve and match their facial identity.",character returns; re-entering the scene; recognizing a familiar face; reunion of characters; character steps back into frame,Score based on the return of known characters and the narrative/visual weight of their re-entry.,Do not score high for characters who have been continuously on screen without leaving.
