episode_id,selected,reason,description_path,description_exists,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_count,h5_trs,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,already_used_round3
s01e24a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s01e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24a/summary.json,True,True,ses-010_task-s01e24a,1,515,296,766.0,515,510,5,True
s01e24b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s01e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24b/summary.json,True,True,ses-010_task-s01e24b,1,515,275,766.0,515,510,5,True
s02e01a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01a/summary.json,True,True,ses-010_task-s02e01a,1,477,247,710.0,477,472,5,True
s02e01b,True,selected_validation_adjacent_fallback,friends/description/downloaded_refine_descriptions/mv_friends_s02e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01b/summary.json,True,True,ses-010_task-s02e01b,1,477,266,710.0,477,472,5,False
s02e02a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02a/summary.json,True,True,ses-011_task-s02e02a,1,450,291,670.0,450,445,5,True
s02e02b,True,selected_validation_adjacent_fallback,friends/description/downloaded_refine_descriptions/mv_friends_s02e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02b/summary.json,True,True,ses-011_task-s02e02b,1,450,245,670.0,450,445,5,False
s02e03a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03a/summary.json,True,True,ses-011_task-s02e03a,1,464,276,691.0,464,459,5,True
s02e03b,False,validation_adjacent_valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03b/summary.json,True,True,ses-011_task-s02e03b,1,464,255,691.0,464,459,5,False
s02e04a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04a/summary.json,True,True,ses-011_task-s02e04a,1,454,264,676.0,454,449,5,True
s02e04b,False,validation_adjacent_valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04b/summary.json,True,True,ses-011_task-s02e04b,1,454,259,675.0,454,449,5,False
s02e05a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05a/summary.json,True,True,ses-011_task-s02e05a,1,455,262,677.0,455,450,5,True
s02e05b,False,validation_adjacent_valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05b/summary.json,True,True,ses-011_task-s02e05b,1,455,264,677.0,455,450,5,False
s02e06a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06a/summary.json,True,True,ses-012_task-s02e06a,1,500,293,744.0,500,495,5,True
s02e06b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06b/summary.json,True,True,ses-012_task-s02e06b,1,500,281,744.0,500,495,5,True
s02e07a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07a/summary.json,True,True,ses-012_task-s02e07a,1,496,303,738.0,496,491,5,True
s02e07b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07b/summary.json,True,True,ses-012_task-s02e07b,1,496,279,738.0,496,491,5,True
s02e08a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08a/summary.json,True,True,ses-013_task-s02e08a,1,458,257,681.0,458,453,5,True
s02e08b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08b/summary.json,True,True,ses-013_task-s02e08b,1,458,250,680.0,457,453,4,True
s02e09a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09a/summary.json,True,True,ses-013_task-s02e09a,1,452,285,672.0,452,447,5,True
s02e09b,False,insufficient_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s02e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09b/summary.json,True,True,ses-013_task-s02e09b,1,452,89,236.0,159,447,-288,False
s02e10a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10a/summary.json,True,True,ses-013_task-s02e10a,1,479,245,713.0,479,474,5,True
s02e10b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10b/summary.json,True,True,ses-013_task-s02e10b,1,479,276,713.0,479,474,5,True
s02e11a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11a/summary.json,True,True,ses-014_task-s02e11a,1,488,275,726.0,488,483,5,True
s02e11b,False,insufficient_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s02e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11b/summary.json,True,True,ses-014_task-s02e11b,1,488,127,315.0,212,483,-271,False
s02e12a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e12a/summary.json,True,True,ses-014_task-s02e12a,1,488,281,727.0,488,483,5,True
s02e12b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e12b/summary.json,True,True,ses-014_task-s02e12b,1,488,270,727.0,488,483,5,True
s02e13a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e13a/summary.json,True,True,ses-014_task-s02e13a,1,488,286,727.0,488,483,5,True
s02e13b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e13b/summary.json,True,True,ses-014_task-s02e13b,1,488,267,727.0,488,483,5,True
s02e14a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e14a/summary.json,True,True,ses-015_task-s02e14a,1,474,279,705.0,474,469,5,True
s02e14b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e14b/summary.json,True,True,ses-015_task-s02e14b,1,474,261,705.0,474,469,5,True
s02e15a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e15a/summary.json,True,True,ses-015_task-s02e15a,1,466,270,693.0,466,461,5,True
s02e15b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e15b/summary.json,True,True,ses-015_task-s02e15b,1,466,281,693.0,466,461,5,True
s02e16a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e16a/summary.json,True,True,ses-016_task-s02e16a,1,478,282,711.0,478,473,5,True
s02e16b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e16b/summary.json,True,True,ses-016_task-s02e16b,1,478,291,711.0,478,473,5,True
s02e17a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e17a/summary.json,True,True,ses-016_task-s02e17a,1,489,264,728.0,489,484,5,True
s02e17b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e17b/summary.json,True,True,ses-016_task-s02e17b,1,489,282,728.0,489,484,5,True
s02e18a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18a/summary.json,True,True,ses-017_task-s02e18a,1,460,271,684.0,460,455,5,True
s02e18b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18b/summary.json,True,True,ses-017_task-s02e18b,1,460,269,684.0,460,455,5,True
s02e19a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19a/summary.json,True,True,ses-017_task-s02e19a,1,478,271,711.0,478,473,5,True
s02e19b,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19b/summary.json,True,True,ses-017_task-s02e19b,1,478,265,711.0,478,473,5,True
s02e20a,False,already_in_round3_split,friends/description/downloaded_refine_descriptions/mv_friends_s02e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20a/summary.json,True,True,ses-017_task-s02e20a,1,449,263,669.0,449,444,5,True
s02e20b,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20b/summary.json,True,True,ses-017_task-s02e20b,1,449,249,668.0,449,444,5,False
s02e21a,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21a/summary.json,True,True,ses-017_task-s02e21a,1,470,254,700.0,470,465,5,False
s02e21b,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21b/summary.json,True,True,ses-017_task-s02e21b,1,470,278,700.0,470,465,5,False
s02e22a,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22a/summary.json,True,True,ses-017_task-s02e22a,1,453,235,674.0,453,448,5,False
s02e22b,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22b/summary.json,True,True,ses-017_task-s02e22b,1,453,245,674.0,453,448,5,False
s02e23a,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23a/summary.json,True,True,ses-018_task-s02e23a,1,456,249,678.0,456,451,5,False
s02e23b,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23b/summary.json,True,True,ses-018_task-s02e23b,1,456,254,678.0,456,451,5,False
s02e24a,False,insufficient_tr_coverage,friends/description/downloaded_refine_descriptions/mv_friends_s02e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24a/summary.json,True,True,ses-018_task-s02e24a,1,469,253,682.0,458,464,-6,False
s02e24b,True,valid,friends/description/downloaded_refine_descriptions/mv_friends_s02e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24b/summary.json,True,True,ses-018_task-s02e24b,1,469,252,697.0,468,464,4,False
s03e01a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01a/summary.json,False,False,ses-019_task-s03e01a,1,491,,,,,,False
