episode_id,selected,skip_reason,already_in_round6_config,reserved_val,reserved_test,known_bad_description,description_path,description_exists,description_parse_error,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_exists,h5_trs,h5_shape,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,passes_desc_h5_tr,complete_roi_count,missing_roi_count,missing_rois,warning_total,failed_batches,zero_filled_segments,warning_reason_counts
s01e06b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e06b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e06b/summary.json,True,True,ses-003_task-s01e06b,True,488,"[488, 246]",277,727.0,488,483,5,True,14,0,[],0,0,0,{}
s01e07a,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e07a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e07a/summary.json,False,False,,False,,[],289,734.0,493,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e07b,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e07b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e07b/summary.json,False,False,,False,,[],275,734.0,493,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e08a,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e08a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e08a/summary.json,False,False,,False,,[],249,708.0,476,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e08b,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e08b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e08b/summary.json,False,False,,False,,[],294,708.0,476,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e09a,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e09a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e09a/summary.json,False,False,,False,,[],252,696.0,468,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e09b,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e09b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e09b/summary.json,False,False,,False,,[],264,696.0,468,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e10a,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e10a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e10a/summary.json,False,False,,False,,[],265,738.0,496,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e10b,False,missing_h5_dataset,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e10b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e10b/summary.json,False,False,,False,,[],134,343.0,231,,,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s01e11a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e11a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e11a/summary.json,True,True,ses-005_task-s01e11a,True,477,"[477, 246]",258,710.0,477,472,5,True,14,0,[],0,0,0,{}
s01e11b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e11b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e11b/summary.json,True,True,ses-005_task-s01e11b,True,477,"[477, 246]",281,710.0,477,472,5,True,14,0,[],0,0,0,{}
s01e12a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e12a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e12a/summary.json,True,True,ses-006_task-s01e12a,True,472,"[472, 246]",241,701.0,471,467,4,True,14,0,[],0,0,0,{}
s01e12b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e12b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e12b/summary.json,True,True,ses-006_task-s01e12b,True,471,"[471, 246]",277,701.0,471,466,5,True,14,0,[],0,0,0,{}
s01e13a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e13a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e13a/summary.json,True,True,ses-006_task-s01e13a,True,468,"[468, 246]",275,697.0,468,463,5,True,14,0,[],0,0,0,{}
s01e13b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e13b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e13b/summary.json,True,True,ses-006_task-s01e13b,True,468,"[468, 246]",254,697.0,468,463,5,True,14,0,[],0,0,0,{}
s01e14a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e14a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e14a/summary.json,True,True,ses-006_task-s01e14a,True,491,"[491, 246]",279,731.0,491,486,5,True,14,0,[],0,0,0,{}
s01e14b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e14b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e14b/summary.json,True,True,ses-006_task-s01e14b,True,491,"[491, 246]",283,731.0,491,486,5,True,14,0,[],0,0,0,{}
s01e15a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e15a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e15a/summary.json,True,True,ses-007_task-s01e15a,True,477,"[477, 246]",289,704.0,473,472,1,True,14,0,[],0,0,0,{}
s01e15b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e15b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e15b/summary.json,True,True,ses-007_task-s01e15b,True,477,"[477, 246]",263,710.0,477,472,5,True,14,0,[],0,0,0,{}
s01e16a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e16a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e16a/summary.json,True,True,ses-007_task-s01e16a,True,483,"[483, 246]",279,719.0,483,478,5,True,14,0,[],0,0,0,{}
s01e16b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e16b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e16b/summary.json,True,True,ses-007_task-s01e16b,True,483,"[483, 246]",276,719.0,483,478,5,True,14,0,[],0,0,0,{}
s01e17a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e17a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e17a/summary.json,True,True,ses-007_task-s01e17a,True,483,"[483, 246]",297,719.0,483,478,5,True,14,0,[],0,0,0,{}
s01e17b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e17b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e17b/summary.json,True,True,ses-007_task-s01e17b,True,483,"[483, 246]",295,719.0,483,478,5,True,14,0,[],0,0,0,{}
s01e18a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e18a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e18a/summary.json,True,True,ses-008_task-s01e18a,True,497,"[497, 246]",249,740.0,497,492,5,True,14,0,[],0,0,0,{}
s01e18b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e18b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e18b/summary.json,True,True,ses-008_task-s01e18b,True,497,"[497, 246]",292,740.0,497,492,5,True,14,0,[],0,0,0,{}
s01e19a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e19a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e19a/summary.json,True,True,ses-008_task-s01e19a,True,460,"[460, 246]",268,685.0,460,455,5,True,14,0,[],0,0,0,{}
s01e19b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e19b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e19b/summary.json,True,True,ses-008_task-s01e19b,True,460,"[460, 246]",233,685.0,460,455,5,True,14,0,[],0,0,0,{}
s01e20a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e20a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e20a/summary.json,True,True,ses-009_task-s01e20a,True,460,"[460, 246]",228,685.0,460,455,5,True,14,0,[],0,0,0,{}
s01e20b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e20b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e20b/summary.json,True,True,ses-009_task-s01e20b,True,460,"[460, 246]",277,685.0,460,455,5,True,14,0,[],0,0,0,{}
s01e21a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e21a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e21a/summary.json,True,True,ses-009_task-s01e21a,True,477,"[477, 246]",270,710.0,477,472,5,True,14,0,[],0,0,0,{}
s01e21b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e21b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e21b/summary.json,True,True,ses-009_task-s01e21b,True,477,"[477, 246]",275,710.0,477,472,5,True,14,0,[],0,0,0,{}
s01e22a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e22a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e22a/summary.json,True,True,ses-009_task-s01e22a,True,474,"[474, 246]",291,706.0,474,469,5,True,14,0,[],0,0,0,{}
s01e22b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e22b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e22b/summary.json,True,True,ses-009_task-s01e22b,True,474,"[474, 246]",266,705.0,474,469,5,True,14,0,[],0,0,0,{}
s01e23a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e23a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e23a/summary.json,True,True,ses-010_task-s01e23a,True,462,"[462, 246]",285,687.0,462,457,5,True,14,0,[],0,0,0,{}
s01e23b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e23b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e23b/summary.json,True,True,ses-010_task-s01e23b,True,462,"[462, 246]",250,687.0,462,457,5,True,14,0,[],0,0,0,{}
s01e24a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e24a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24a/summary.json,True,True,ses-010_task-s01e24a,True,515,"[515, 246]",296,766.0,515,510,5,True,14,0,[],0,0,0,{}
s01e24b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e24b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24b/summary.json,True,True,ses-010_task-s01e24b,True,515,"[515, 246]",275,766.0,515,510,5,True,14,0,[],0,0,0,{}
s02e01a,False,already_in_round6_config;reserved_val,True,True,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e01a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01a/summary.json,True,True,ses-010_task-s02e01a,True,477,"[477, 246]",247,710.0,477,472,5,True,14,0,[],0,0,0,{}
s02e01b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e01b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01b/summary.json,True,True,ses-010_task-s02e01b,True,477,"[477, 246]",266,710.0,477,472,5,True,14,0,[],0,0,0,{}
s02e02a,False,already_in_round6_config;reserved_val,True,True,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e02a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02a/summary.json,True,True,ses-011_task-s02e02a,True,450,"[450, 246]",291,670.0,450,445,5,True,14,0,[],0,0,0,{}
s02e02b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e02b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02b/summary.json,True,True,ses-011_task-s02e02b,True,450,"[450, 246]",245,670.0,450,445,5,True,14,0,[],0,0,0,{}
s02e03a,False,already_in_round6_config;reserved_val,True,True,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e03a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03a/summary.json,True,True,ses-011_task-s02e03a,True,464,"[464, 246]",276,691.0,464,459,5,True,14,0,[],0,0,0,{}
s02e03b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e03b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03b/summary.json,True,True,ses-011_task-s02e03b,True,464,"[464, 246]",255,691.0,464,459,5,True,14,0,[],0,0,0,{}
s02e04a,False,already_in_round6_config;reserved_val,True,True,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e04a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04a/summary.json,True,True,ses-011_task-s02e04a,True,454,"[454, 246]",264,676.0,454,449,5,True,14,0,[],0,0,0,{}
s02e04b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e04b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04b/summary.json,True,True,ses-011_task-s02e04b,True,454,"[454, 246]",259,675.0,454,449,5,True,14,0,[],0,0,0,{}
s02e05a,False,already_in_round6_config;reserved_val,True,True,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e05a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05a/summary.json,True,True,ses-011_task-s02e05a,True,455,"[455, 246]",262,677.0,455,450,5,True,14,0,[],0,0,0,{}
s02e05b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e05b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05b/summary.json,True,True,ses-011_task-s02e05b,True,455,"[455, 246]",264,677.0,455,450,5,True,14,0,[],0,0,0,{}
s02e06a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e06a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06a/summary.json,True,True,ses-012_task-s02e06a,True,500,"[500, 246]",293,744.0,500,495,5,True,14,0,[],0,0,0,{}
s02e06b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e06b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06b/summary.json,True,True,ses-012_task-s02e06b,True,500,"[500, 246]",281,744.0,500,495,5,True,14,0,[],0,0,0,{}
s02e07a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e07a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07a/summary.json,True,True,ses-012_task-s02e07a,True,496,"[496, 246]",303,738.0,496,491,5,True,14,0,[],0,0,0,{}
s02e07b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e07b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07b/summary.json,True,True,ses-012_task-s02e07b,True,496,"[496, 246]",279,738.0,496,491,5,True,14,0,[],0,0,0,{}
s02e08a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e08a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08a/summary.json,True,True,ses-013_task-s02e08a,True,458,"[458, 246]",257,681.0,458,453,5,True,14,0,[],0,0,0,{}
s02e08b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e08b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08b/summary.json,True,True,ses-013_task-s02e08b,True,458,"[458, 246]",250,680.0,457,453,4,True,14,0,[],0,0,0,{}
s02e09a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e09a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09a/summary.json,True,True,ses-013_task-s02e09a,True,452,"[452, 246]",285,672.0,452,447,5,True,14,0,[],0,0,0,{}
s02e09b,False,insufficient_tr_coverage,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e09b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09b/summary.json,True,True,ses-013_task-s02e09b,True,452,"[452, 246]",89,236.0,159,447,-288,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
s02e10a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e10a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10a/summary.json,True,True,ses-013_task-s02e10a,True,479,"[479, 246]",245,713.0,479,474,5,True,14,0,[],0,0,0,{}
s02e10b,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e10b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10b/summary.json,True,True,ses-013_task-s02e10b,True,479,"[479, 246]",276,713.0,479,474,5,True,14,0,[],0,0,0,{}
s02e11a,False,already_in_round6_config,True,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e11a/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11a/summary.json,True,True,ses-014_task-s02e11a,True,488,"[488, 246]",275,726.0,488,483,5,True,14,0,[],0,0,0,{}
s02e11b,False,insufficient_tr_coverage,False,False,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e11b/descriptions/refined_description.md,True,,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11b/summary.json,True,True,ses-014_task-s02e11b,True,488,"[488, 246]",127,315.0,212,483,-271,False,0,14,"[""DLPFC"", ""VMPFC"", ""OFC"", ""ACC"", ""PCC"", ""Precuneus"", ""IPL"", ""SMG"", ""AG"", ""TPJ"", ""pSTS"", ""FFA"", ""Insula"", ""Temporal_Pole""]",0,0,0,{}
