episode_id,selected,skip_reason,already_used_round4,already_used_round5,description_path,description_exists,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_exists,h5_trs,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,passes_desc_h5_tr
s01e06b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e06b/summary.json,True,True,ses-003_task-s01e06b,True,488,277,727.0,488,483,5,True
s01e07a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e07a/summary.json,False,False,,False,,289,734.0,493,,,False
s01e07b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e07b/summary.json,False,False,,False,,275,734.0,493,,,False
s01e08a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e08a/summary.json,False,False,,False,,249,708.0,476,,,False
s01e08b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e08b/summary.json,False,False,,False,,294,708.0,476,,,False
s01e09a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e09a/summary.json,False,False,,False,,252,696.0,468,,,False
s01e09b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e09b/summary.json,False,False,,False,,264,696.0,468,,,False
s01e10a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e10a/summary.json,False,False,,False,,265,738.0,496,,,False
s01e10b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s01e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e10b/summary.json,False,False,,False,,134,343.0,231,,,False
s01e11a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e11a/summary.json,True,True,ses-005_task-s01e11a,True,477,258,710.0,477,472,5,True
s01e11b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e11b/summary.json,True,True,ses-005_task-s01e11b,True,477,281,710.0,477,472,5,True
s01e12a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e12a/summary.json,True,True,ses-006_task-s01e12a,True,472,241,701.0,471,467,4,True
s01e12b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e12b/summary.json,True,True,ses-006_task-s01e12b,True,471,277,701.0,471,466,5,True
s01e13a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e13a/summary.json,True,True,ses-006_task-s01e13a,True,468,275,697.0,468,463,5,True
s01e13b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e13b/summary.json,True,True,ses-006_task-s01e13b,True,468,254,697.0,468,463,5,True
s01e14a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e14a/summary.json,True,True,ses-006_task-s01e14a,True,491,279,731.0,491,486,5,True
s01e14b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e14b/summary.json,True,True,ses-006_task-s01e14b,True,491,283,731.0,491,486,5,True
s01e15a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e15a/summary.json,True,True,ses-007_task-s01e15a,True,477,289,704.0,473,472,1,True
s01e15b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e15b/summary.json,True,True,ses-007_task-s01e15b,True,477,263,710.0,477,472,5,True
s01e16a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e16a/summary.json,True,True,ses-007_task-s01e16a,True,483,279,719.0,483,478,5,True
s01e16b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e16b/summary.json,True,True,ses-007_task-s01e16b,True,483,276,719.0,483,478,5,True
s01e17a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e17a/summary.json,True,True,ses-007_task-s01e17a,True,483,297,719.0,483,478,5,True
s01e17b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e17b/summary.json,True,True,ses-007_task-s01e17b,True,483,295,719.0,483,478,5,True
s01e18a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e18a/summary.json,True,True,ses-008_task-s01e18a,True,497,249,740.0,497,492,5,True
s01e18b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e18b/summary.json,True,True,ses-008_task-s01e18b,True,497,292,740.0,497,492,5,True
s01e19a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e19a/summary.json,True,True,ses-008_task-s01e19a,True,460,268,685.0,460,455,5,True
s01e19b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e19b/summary.json,True,True,ses-008_task-s01e19b,True,460,233,685.0,460,455,5,True
s01e20a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e20a/summary.json,True,True,ses-009_task-s01e20a,True,460,228,685.0,460,455,5,True
s01e20b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e20b/summary.json,True,True,ses-009_task-s01e20b,True,460,277,685.0,460,455,5,True
s01e21a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e21a/summary.json,True,True,ses-009_task-s01e21a,True,477,270,710.0,477,472,5,True
s01e21b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e21b/summary.json,True,True,ses-009_task-s01e21b,True,477,275,710.0,477,472,5,True
s01e22a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e22a/summary.json,True,True,ses-009_task-s01e22a,True,474,291,706.0,474,469,5,True
s01e22b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e22b/summary.json,True,True,ses-009_task-s01e22b,True,474,266,705.0,474,469,5,True
s01e23a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e23a/summary.json,True,True,ses-010_task-s01e23a,True,462,285,687.0,462,457,5,True
s01e23b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e23b/summary.json,True,True,ses-010_task-s01e23b,True,462,250,687.0,462,457,5,True
s01e24a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24a/summary.json,True,True,ses-010_task-s01e24a,True,515,296,766.0,515,510,5,True
s01e24b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s01e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s01e24b/summary.json,True,True,ses-010_task-s01e24b,True,515,275,766.0,515,510,5,True
s02e01a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01a/summary.json,True,True,ses-010_task-s02e01a,True,477,247,710.0,477,472,5,True
s02e01b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e01b/summary.json,True,True,ses-010_task-s02e01b,True,477,266,710.0,477,472,5,True
s02e02a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02a/summary.json,True,True,ses-011_task-s02e02a,True,450,291,670.0,450,445,5,True
s02e02b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e02b/summary.json,True,True,ses-011_task-s02e02b,True,450,245,670.0,450,445,5,True
s02e03a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03a/summary.json,True,True,ses-011_task-s02e03a,True,464,276,691.0,464,459,5,True
s02e03b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e03b/summary.json,True,True,ses-011_task-s02e03b,True,464,255,691.0,464,459,5,True
s02e04a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04a/summary.json,True,True,ses-011_task-s02e04a,True,454,264,676.0,454,449,5,True
s02e04b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e04b/summary.json,True,True,ses-011_task-s02e04b,True,454,259,675.0,454,449,5,True
s02e05a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05a/summary.json,True,True,ses-011_task-s02e05a,True,455,262,677.0,455,450,5,True
s02e05b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e05b/summary.json,True,True,ses-011_task-s02e05b,True,455,264,677.0,455,450,5,True
s02e06a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06a/summary.json,True,True,ses-012_task-s02e06a,True,500,293,744.0,500,495,5,True
s02e06b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e06b/summary.json,True,True,ses-012_task-s02e06b,True,500,281,744.0,500,495,5,True
s02e07a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07a/summary.json,True,True,ses-012_task-s02e07a,True,496,303,738.0,496,491,5,True
s02e07b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e07b/summary.json,True,True,ses-012_task-s02e07b,True,496,279,738.0,496,491,5,True
s02e08a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08a/summary.json,True,True,ses-013_task-s02e08a,True,458,257,681.0,458,453,5,True
s02e08b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e08b/summary.json,True,True,ses-013_task-s02e08b,True,458,250,680.0,457,453,4,True
s02e09a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09a/summary.json,True,True,ses-013_task-s02e09a,True,452,285,672.0,452,447,5,True
s02e09b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e09b/summary.json,True,True,ses-013_task-s02e09b,True,452,89,236.0,159,447,-288,False
s02e10a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10a/summary.json,True,True,ses-013_task-s02e10a,True,479,245,713.0,479,474,5,True
s02e10b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e10b/summary.json,True,True,ses-013_task-s02e10b,True,479,276,713.0,479,474,5,True
s02e11a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11a/summary.json,True,True,ses-014_task-s02e11a,True,488,275,726.0,488,483,5,True
s02e11b,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e11b/summary.json,True,True,ses-014_task-s02e11b,True,488,127,315.0,212,483,-271,False
s02e12a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e12a/summary.json,True,True,ses-014_task-s02e12a,True,488,281,727.0,488,483,5,True
s02e12b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e12b/summary.json,True,True,ses-014_task-s02e12b,True,488,270,727.0,488,483,5,True
s02e13a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e13a/summary.json,True,True,ses-014_task-s02e13a,True,488,286,727.0,488,483,5,True
s02e13b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e13b/summary.json,True,True,ses-014_task-s02e13b,True,488,267,727.0,488,483,5,True
s02e14a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e14a/summary.json,True,True,ses-015_task-s02e14a,True,474,279,705.0,474,469,5,True
s02e14b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e14b/summary.json,True,True,ses-015_task-s02e14b,True,474,261,705.0,474,469,5,True
s02e15a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e15a/summary.json,True,True,ses-015_task-s02e15a,True,466,270,693.0,466,461,5,True
s02e15b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e15b/summary.json,True,True,ses-015_task-s02e15b,True,466,281,693.0,466,461,5,True
s02e16a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e16a/summary.json,True,True,ses-016_task-s02e16a,True,478,282,711.0,478,473,5,True
s02e16b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e16b/summary.json,True,True,ses-016_task-s02e16b,True,478,291,711.0,478,473,5,True
s02e17a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e17a/summary.json,True,True,ses-016_task-s02e17a,True,489,264,728.0,489,484,5,True
s02e17b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e17b/summary.json,True,True,ses-016_task-s02e17b,True,489,282,728.0,489,484,5,True
s02e18a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18a/summary.json,True,True,ses-017_task-s02e18a,True,460,271,684.0,460,455,5,True
s02e18b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e18b/summary.json,True,True,ses-017_task-s02e18b,True,460,269,684.0,460,455,5,True
s02e19a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19a/summary.json,True,True,ses-017_task-s02e19a,True,478,271,711.0,478,473,5,True
s02e19b,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e19b/summary.json,True,True,ses-017_task-s02e19b,True,478,265,711.0,478,473,5,True
s02e20a,False,,True,True,friends/description/downloaded_refine_descriptions/mv_friends_s02e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20a/summary.json,True,True,ses-017_task-s02e20a,True,449,263,669.0,449,444,5,True
s02e20b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e20b/summary.json,True,True,ses-017_task-s02e20b,True,449,249,668.0,449,444,5,True
s02e21a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21a/summary.json,True,True,ses-017_task-s02e21a,True,470,254,700.0,470,465,5,True
s02e21b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e21b/summary.json,True,True,ses-017_task-s02e21b,True,470,278,700.0,470,465,5,True
s02e22a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22a/summary.json,True,True,ses-017_task-s02e22a,True,453,235,674.0,453,448,5,True
s02e22b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e22b/summary.json,True,True,ses-017_task-s02e22b,True,453,245,674.0,453,448,5,True
s02e23a,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23a/summary.json,True,True,ses-018_task-s02e23a,True,456,249,678.0,456,451,5,True
s02e23b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e23b/summary.json,True,True,ses-018_task-s02e23b,True,456,254,678.0,456,451,5,True
s02e24a,False,,False,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24a/summary.json,True,True,ses-018_task-s02e24a,True,469,253,682.0,458,464,-6,False
s02e24b,False,,True,False,friends/description/downloaded_refine_descriptions/mv_friends_s02e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s02e24b/summary.json,True,True,ses-018_task-s02e24b,True,469,252,697.0,468,464,4,True
s03e01a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01a/summary.json,True,True,ses-019_task-s03e01a,True,491,269,731.0,491,486,5,True
s03e01b,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01b/summary.json,True,True,ses-019_task-s03e01b,True,491,264,731.0,491,486,5,True
s03e02a,False,,False,True,friends/description/downloaded_refine_descriptions/mv_friends_s03e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e02a/summary.json,True,True,ses-019_task-s03e02a,True,475,272,707.0,475,470,5,True
